married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
false,white,approve,1,120,53,1,0,False,4408,150.0,516.0,2,2,False,2,female
false,white,approve,1,80,39,1,0,False,3244,100.0,86.37,2,1,False,2,female
false,white,approve,1,77,28,1,0,False,2292,103.0,40.0,2,1,False,1,female
true,white,approve,1,70,60,1,1,False,3321,70.0,0.4,1,2,False,2,male
true,white,approve,1,187,96,1,2,False,8596,290.0,43.0,1,1,False,2,
true,white,approve,1,159,77,1,1,False,5416,177.0,46.0,2,3,False,2,male
false,white,approve,1,55,74,2,0,False,3975,90.0,87.0,1,1,False,3,male
false,white,approve,1,59,29,1,0,False,2479,65.0,10.0,2,1,False,1,male
false,white,approve,1,126,66,1,0,False,2583,158.0,46.0,2,5,False,2,male
false,white,approve,1,105,348,1,0,False,29000,205.0,1450.0,1,1,False,1,male
false,white,reject,1,127,41,1,0,False,3418,152.0,36.0,2,1,False,2,male
true,white,approve,1,124,60,1,0,False,3333,155.0,50.0,2,2,False,1,male
false,white,approve,1,181,96,1,0,False,4683,227.0,134.0,2,1,False,2,male
false,black,approve,1,55,21,1,1,True,1800,105.0,1.0,2,2,False,1,male
false,white,approve,1,160,81,4,0,True,0,200.0,21.0,1,5,False,3,male
true,white,approve,1,100,120,1,2,True,10065,125.0,38.5,3,1,False,1,male
false,white,approve,1,214,120,1,0,False,10000,314.0,200.0,2,1,False,1,female
false,white,approve,1,158,73,1,0,False,3149,188.0,25.0,2,1,False,2,male
false,white,approve,1,126,56,1,1,True,1962,140.1,28.2,2,3,False,2,male
true,white,reject,1,128,53,1,3,False,3430,160.0,38.0,2,6,False,2,male
false,white,approve,1,104,67,1,1,True,5555,130.0,108.0,2,5,False,1,female
true,white,approve,1,240,93,1,1,True,7787,300.0,87.0,1,2,False,2,male
true,hispan,approve,1,112,48,1,2,False,2869,125.0,15.0,1,1,False,1,male
true,white,approve,1,130,68,1,3,True,5703,195.0,51.0,2,1,False,2,male
true,white,approve,1,137,70,1,0,False,3173,177.0,52.4,2,1,False,2,male
false,white,approve,1,50,29,1,0,False,2463,56.0,9.0,2,1,False,1,male
false,black,reject,1,132,55,1,0,False,3391,165.0,32.6,2,1,False,2,male
true,black,approve,1,65,72,1,2,False,4071,106.1,56.1,2,2,False,2,male
true,white,approve,1,100,58,1,3,False,3850,185.0,6.0,1,2,False,2,male
false,black,approve,1,77,40,1,1,False,3254,107.0,35.0,1,3,False,1,female
true,white,reject,1,135,23,1,0,False,150,150.0,33.0,2,1,False,1,male
true,white,approve,2,108,44,1,3,False,3570,120.0,6.0,2,1,False,2,male
true,white,approve,1,115,49,1,2,False,3673,144.0,2.0,1,1,False,2,male
true,white,approve,1,148,79,1,0,False,3873,156.0,19.29,2,1,False,2,male
true,white,approve,1,131,66,1,0,False,3727,131.0,17.0,2,1,False,2,male
true,white,approve,2,110,50,1,0,True,2500,150.0,150.0,1,1,False,2,male
true,white,reject,1,105,58,1,1,True,3343,140.0,55.0,1,2,False,1,male
false,white,approve,1,113,44,1,0,False,3683,165.0,34.0,1,1,False,1,female
true,white,approve,1,300,285,1,2,False,23743,375.0,85.0,1,5,False,1,male
true,white,approve,2,400,159,1,3,False,13371,474.0,1000000.0,2,1,False,2,male
true,black,reject,1,72,108,3,2,True,5000,92.0,18.0,1,5,True,3,male
true,white,approve,1,268,113,1,3,False,9334,335.0,137.0,2,1,False,2,male
true,white,approve,1,127,80,1,2,False,4283,141.0,7.0,2,1,False,2,female
false,white,approve,1,90,43,2,1,False,3620,90.0,11.5,2,2,False,3,female
true,white,reject,1,60,666,1,0,False,2221,120.0,14.6,2,6,True,2,male
false,white,approve,1,83,48,1,0,False,4000,110.0,31.0,1,3,True,1,male
true,white,approve,1,150,115,1,1,False,6000,187.0,17.0,2,1,False,1,male
true,white,approve,1,125,51,1,0,False,4258,225.0,137.0,1,6,False,2,male
true,white,approve,1,600,372,1,2,True,8090,1010.0,163.0,1,3,False,2,male
false,white,approve,1,104,68,1,0,False,1561,134.0,44.0,1,1,False,2,female
true,white,approve,1,147,54,1,2,False,4500,184.0,43.0,1,1,False,2,male
true,white,approve,1,116,69,1,2,False,4009,145.0,18.0,2,3,False,2,male
false,white,approve,1,144,69,1,0,False,2971,152.0,13.0,2,2,False,2,male
true,white,approve,1,116,60,1,0,False,3055,151.0,117.0,2,1,False,2,male
true,white,approve,1,175,120,1,0,True,8333,331.0,231.0,2,1,False,2,male
true,white,approve,1,299,131,1,1,False,7919,320.0,100.0,1,2,False,2,male
true,white,approve,1,175,180,1,1,False,15000,358.0,170.0,2,1,False,2,male
true,white,approve,1,175,103,1,0,False,7578,195.0,47.0,2,2,False,2,male
true,white,approve,1,128,85,1,0,False,6250,160.0,15.9,2,1,False,1,male
true,white,reject,1,170,59,1,0,False,3250,115.0,32.0,2,1,False,2,male
false,white,approve,1,106,57,1,0,False,2916,126.0,28.0,2,2,False,2,male
true,white,approve,1,113,60,1,0,False,3083,170.0,31.0,2,1,False,2,male
true,white,reject,1,138,57,1,3,True,4735,186.0,64.0,2,1,False,2,male
true,white,approve,1,124,65,1,0,False,2517,155.0,39.0,2,1,False,2,male
false,white,approve,1,95,76,1,0,False,5416,122.0,46.9,1,1,False,1,male
true,black,approve,1,120,59,1,1,False,2014,133.0,37.0,2,6,False,2,male
true,white,approve,1,210,95,1,2,False,6250,280.0,13.0,1,2,False,2,male
true,white,approve,1,55,97,1,1,False,3218,110.0,170.0,1,1,False,2,male
,white,approve,1,158,50,,,False,4758,175.0,13.0,2,1,True,1,male
false,white,approve,1,200,77,1,0,True,6400,205.0,1000000.0,2,1,False,2,male
true,white,approve,1,90,49,1,1,False,3750,153.0,71.0,1,1,False,2,male
true,white,approve,1,51,36,1,1,False,1761,67.5,23.8,2,1,False,1,
true,white,approve,1,142,73,1,3,False,3021,149.7,31.7,2,4,False,2,male
true,white,approve,1,104,55,1,1,False,2491,115.6,17.0,2,1,False,2,male
true,hispan,approve,1,100,47,1,0,True,2228,138.0,43.31,2,1,False,2,male
true,white,approve,1,118,71,1,0,False,1902,148.0,61.0,2,1,False,2,male
true,white,approve,1,42,45,1,0,False,3716,47.0,14.0,2,1,False,1,male
false,white,approve,1,110,48,1,0,False,3333,169.9,68.4,2,1,False,2,
false,white,approve,1,120,69,1,0,False,3189,130.0,19.0,2,4,False,2,male
false,white,reject,1,103,40,2,3,False,4083,114.0,15.0,2,4,False,3,female
true,white,approve,1,425,420,1,2,False,35000,755.0,113.0,1,5,False,2,male
true,white,approve,1,110,164,1,1,False,3467,172.0,41.0,2,1,True,2,male
true,white,approve,1,108,46,1,0,False,833,158.0,76.0,2,5,False,2,male
false,white,approve,1,119,93,1,0,False,1714,148.6,22.3,2,6,False,2,male
false,black,approve,1,280,100,1,0,False,8333,350.0,94.0,3,3,True,2,female
true,black,approve,1,160,52,1,0,False,2500,178.0,30.0,1,3,False,2,male
true,white,approve,1,140,61,1,1,False,3155,175.0,2.6,1,1,False,2,male
false,white,approve,1,144,85,1,0,False,7083,159.0,18.0,2,2,False,1,female
true,black,approve,1,108,41,1,0,True,3333,135.0,80.0,2,1,False,1,male
false,white,approve,1,50,50,1,0,False,3727,190.0,189.2,2,1,False,1,male
true,hispan,approve,1,116,59,1,1,False,2624,130.0,21.0,1,1,False,2,male
true,white,approve,1,220,157,1,4,False,13090,230.0,92.0,2,1,False,2,male
true,white,approve,1,170,48,1,1,False,5500,302.0,65.0,2,1,False,2,male
false,white,reject,1,150,56,1,0,False,4727,167.0,24.0,2,3,False,2,male
true,white,reject,1,255,69,1,0,True,5746,397.0,162.0,1,1,False,2,male
true,white,approve,1,100,74,1,4,False,3089,197.0,20.47,1,1,False,2,male
false,white,approve,1,122,42,1,0,True,3463,172.0,98.0,2,2,False,2,female
true,white,reject,1,139,88,1,3,False,6794,155.0,24.1,2,6,True,1,male
false,black,approve,1,112,45,1,1,False,3812,140.0,39.0,2,1,True,2,female
true,white,approve,1,550,384,1,0,True,32000,1450.0,275.0,1,2,False,2,male
true,hispan,approve,1,96,40,1,1,False,3315,120.0,28.0,2,1,False,1,male
false,black,approve,1,138,60,3,0,False,3819,178.0,54.0,2,1,False,3,male
true,white,reject,3,260,131,1,2,True,10890,200.0,152.0,1,2,False,2,male
false,white,approve,1,120,59,1,2,False,4875,140.0,15.0,2,1,False,2,female
true,white,approve,1,219,139,1,1,False,11666,292.0,1700.0,2,5,False,2,male
false,white,approve,1,150,144,1,0,False,12941,235.0,361.9,1,1,False,1,female
true,white,approve,1,120,84,1,2,False,5819,440.0,203.1,1,1,False,2,male
false,white,approve,1,140,36,2,0,False,2693,95.0,16.0,2,2,False,3,female
true,black,approve,1,140,46,1,1,False,2510,155.0,48.7,1,1,False,2,male
false,white,approve,1,40,68,1,2,False,5596,275.0,46.0,2,2,False,1,female
true,white,approve,1,140,58,1,1,False,4995,210.0,88.0,1,1,False,2,male
true,white,approve,1,230,80,1,0,False,3866,245.0,59.0,2,2,False,2,male
true,white,approve,1,140,156,1,0,False,10518,340.0,239.6,2,1,False,2,male
true,white,approve,1,330,130,1,2,True,9983,510.0,29.0,1,2,False,2,male
false,white,approve,1,155,104,1,0,False,2965,175.0,40.0,2,2,False,2,male
true,black,approve,1,108,41,1,2,True,6250,318.0,27.0,2,5,False,2,male
true,black,approve,1,118,81,1,1,False,2817,148.0,26.0,1,6,False,2,female
true,black,approve,1,130,82,1,0,False,2558,141.0,11.0,2,2,False,2,male
true,black,approve,1,135,84,3,0,True,7015,150.0,43.5,1,1,False,3,male
true,white,approve,2,123,96,1,0,False,3406,154.0,35.0,1,1,False,2,male
true,white,approve,1,221,80,1,2,False,6618,245.0,50.0,1,1,False,2,male
false,white,reject,1,120,50,3,0,True,6050,120.0,49.88,4,1,False,3,male
true,white,approve,2,112,117,1,2,False,9703,125.0,229.0,1,1,False,1,male
false,white,reject,1,90,139,1,0,False,3276,112.0,31.0,2,1,False,2,male
true,white,approve,1,272,150,1,2,False,12500,340.0,109.0,1,2,False,2,male
false,white,reject,1,199,666,1,0,True,8703,250.0,51.0,1,2,False,2,male
true,white,approve,1,139,65,1,1,False,4742,146.0,36.0,2,5,True,2,male
true,white,approve,1,137,79,1,1,False,6608,180.0,44.43,2,1,False,2,male
false,white,approve,1,125,49,1,0,True,4106,135.0,23.0,2,5,False,2,male
true,white,approve,1,166,63,1,1,False,5027,180.0,11.0,2,1,False,2,male
false,white,approve,1,150,71,1,0,False,5900,150.0,19.0,2,6,False,2,male
true,white,approve,1,160,95,1,0,True,6041,200.0,56.0,2,1,False,2,male
true,white,approve,1,123,49,1,1,False,2882,137.0,43.0,2,1,False,2,male
true,white,approve,1,90,35,1,0,False,1809,160.0,83.0,2,1,False,2,male
true,white,approve,1,116,63,1,0,False,3152,128.0,16.0,1,2,False,2,male
false,black,approve,1,180,89,3,0,False,3071,198.0,249.0,2,1,False,3,male
true,white,approve,1,49,42,1,0,False,3485,61.0,16.0,2,6,False,1,female
true,white,approve,1,168,67,1,0,False,3033,177.0,26.0,2,1,False,2,female
true,hispan,approve,1,216,102,1,0,False,7285,239.9,31.3,2,1,False,2,male
true,white,approve,1,113,48,1,0,False,2783,125.0,24.0,2,1,False,2,male
true,white,approve,1,108,33,1,2,False,3980,196.0,20.0,1,1,False,2,male
true,white,approve,1,177,90,1,2,False,7500,327.5,67.28,1,1,False,2,male
true,hispan,approve,1,166,99,1,0,False,4515,208.0,177.0,2,1,False,2,
true,black,reject,1,201,40,2,0,False,1668,212.0,15.0,2,5,False,3,male
false,white,reject,1,138,39,1,2,False,3427,198.0,13.33,2,1,False,3,female
true,white,approve,1,126,57,1,2,False,3940,193.0,31.0,3,1,False,2,male
true,white,approve,1,105,61,1,1,False,2586,110.0,7.0,2,6,False,2,male
true,white,approve,1,201,96,1,0,False,8000,251.0,112.0,1,1,False,2,male
false,white,approve,1,110,48,1,0,False,4041,149.0,51.0,2,1,False,2,male
false,white,approve,1,104,127,1,0,True,2583,145.0,1.0,2,1,False,2,male
false,white,reject,1,148,60,1,0,False,5000,147.9,10.25,2,1,False,1,male
true,hispan,approve,1,279,106,1,1,False,2661,310.0,41.0,2,1,False,2,male
false,white,reject,1,192,195,1,0,True,16250,240.0,64.0,1,3,True,2,male
true,white,approve,1,284,130,1,2,False,6833,355.0,274.0,2,1,False,2,male
false,white,approve,1,255,37,1,3,False,3083,350.0,3.0,2,3,False,2,female
true,white,approve,1,168,89,1,0,False,4550,209.5,55.2,1,1,False,2,male
false,white,approve,1,119,94,1,0,False,3916,158.0,81.0,2,1,False,2,male
false,white,reject,1,115,60,1,0,False,6045,145.0,31.0,2,6,False,2,male
true,hispan,approve,1,180,132,1,0,False,8409,225.0,13.0,1,6,False,2,male
true,black,approve,1,105,74,1,1,True,6166,120.0,31.0,2,1,False,2,male
true,white,approve,1,50,84,1,0,False,1169,87.0,4.0,2,3,False,1,male
true,black,reject,1,117,51,1,1,False,2463,144.0,22.0,2,5,False,1,male
true,white,reject,1,94,63,1,4,False,5250,118.0,14.0,1,1,False,1,male
true,white,reject,1,72,58,1,2,False,4855,76.0,6.0,1,6,False,1,male
true,white,approve,1,490,120,1,0,False,14583,635.0,195.0,1,1,False,2,male
false,white,approve,1,125,49,1,0,True,1599,156.0,34.0,2,1,False,2,male
true,black,approve,1,100,43,1,0,False,1712,105.0,8.0,1,2,False,2,female
true,white,reject,1,304,201,1,0,False,14683,449.0,737.0,1,2,False,2,male
true,white,approve,1,300,55,1,0,False,67000,420.0,2970.0,2,1,False,2,male
true,white,approve,1,88,42,1,1,False,2025,109.0,5.7,1,1,False,2,male
true,hispan,reject,1,214,115,1,2,True,4246,225.0,13.4,2,2,False,3,male
true,white,approve,1,150,69,1,0,False,3542,163.0,17.0,2,1,False,1,male
true,hispan,reject,1,128,30,4,3,False,4931,160.0,5.0,2,5,True,3,male
true,white,approve,1,330,129,1,1,False,6083,550.0,222.0,1,1,False,2,male
true,white,approve,1,57,44,1,0,False,2167,72.0,18.0,2,1,False,1,male
true,white,approve,1,133,90,1,0,False,4333,147.5,23.9,2,1,False,2,male
false,white,approve,3,134,51,1,0,False,2060,181.0,23.0,2,2,False,2,male
true,white,approve,1,139,67,1,0,False,2946,153.0,25.0,2,1,False,2,male
false,white,approve,1,155,30,2,1,False,3481,300.0,356.0,1,2,False,2,female
false,white,approve,1,120,86,1,0,False,7200,149.8,39.4,1,2,False,1,female
false,hispan,approve,1,128,62,1,0,True,5166,160.0,44.0,2,4,False,1,male
true,white,approve,1,100,65,1,0,False,5450,125.0,45.0,2,3,False,1,female
true,white,approve,1,250,324,1,0,False,7408,500.0,240.0,2,2,False,2,male
false,white,approve,1,151,91,1,0,False,4095,168.0,26.0,2,6,True,2,male
false,white,approve,1,140,55,1,0,False,4583,175.0,35.0,2,1,False,2,male
true,white,approve,1,150,74,1,2,False,4708,188.0,23.0,1,5,False,2,male
false,black,approve,1,187,89,1,1,False,5823,187.45,3.0,2,1,False,2,male
false,white,approve,1,123,43,1,0,False,3561,140.0,24.0,2,1,False,2,male
true,white,approve,1,95,42,1,3,False,3417,132.0,3.0,1,1,False,1,male
true,black,reject,1,143,80,4,0,False,7895,190.0,83.0,1,1,False,3,male
true,white,approve,1,160,73,1,3,False,4333,211.0,2.0,2,4,False,2,male
false,white,reject,1,135,41,1,0,False,3418,152.0,36.0,2,1,False,2,female
false,white,approve,1,90,55,1,1,False,2876,140.0,50.0,1,1,False,1,female
false,white,approve,1,250,115,3,0,True,9545,350.0,263.0,2,1,False,3,male
false,white,approve,1,209,108,1,0,False,4150,244.0,53.0,2,1,False,2,male
true,white,approve,1,89,43,1,0,False,2318,99.0,14.9,2,1,False,2,male
false,white,approve,1,30,37,1,0,False,3237,88.0,52.0,2,6,False,1,female
true,white,approve,1,109,63,1,3,False,5250,155.0,7.0,3,3,False,2,male
true,hispan,approve,1,200,85,1,2,False,4083,280.0,90.73,1,1,False,2,male
true,white,approve,1,136,134,1,0,False,11146,436.0,463.0,2,1,False,2,male
false,white,approve,1,126,56,1,0,False,2833,158.0,41.0,2,2,False,2,male
true,white,approve,1,185,295,1,0,True,14908,370.0,1211.0,1,1,False,1,male
true,white,approve,1,150,58,1,0,False,2620,195.0,93.0,2,1,False,2,male
true,hispan,approve,1,108,53,1,1,False,4407,135.0,26.0,2,1,False,2,male
true,white,approve,1,90,45,1,2,False,3900,239.0,35.6,4,1,False,2,male
true,white,approve,1,90,33,1,1,False,2686,100.0,14.36,2,1,False,2,male
true,white,approve,1,215,204,1,3,True,16976,277.337,24.25,2,2,False,2,male
true,white,approve,1,90,37,1,0,False,3124,119.9,78.33,2,1,False,1,female
true,white,approve,1,115,55,1,1,False,2750,127.8,20.17,2,1,False,2,male
true,white,approve,1,186,71,1,0,False,3000,233.0,14.0,2,2,False,2,male
true,white,approve,1,59,32,1,0,False,2763,99.0,81.0,2,4,False,1,female
true,hispan,approve,1,207,87,1,0,False,3993,230.0,40.09,2,3,False,2,male
true,white,approve,1,80,45,1,0,False,3103,100.0,5.0,2,1,False,2,male
true,white,approve,1,330,213,1,0,True,5517,180.0,63.4,2,1,False,2,male
false,black,reject,1,84,36,1,0,False,2964,88.0,20.0,2,5,False,2,male
true,white,approve,1,436,175,1,0,False,14583,545.0,113.0,1,1,False,2,male
true,white,approve,1,124,49,1,0,False,4100,124.6,6.7,2,2,False,1,female
false,white,approve,1,116,67,1,0,False,5583,145.0,88.0,2,2,False,1,male
false,white,reject,1,158,72,1,1,True,4053,175.0,22.0,2,6,True,2,male
false,white,approve,1,65,33,1,0,False,2708,87.0,26.0,2,1,False,1,female
false,white,approve,1,68,26,1,0,False,2167,80.0,27.0,2,1,False,2,female
true,white,approve,1,170,86,1,0,False,4699,180.0,19.0,2,1,False,2,male
true,white,approve,1,112,57,1,0,False,3927,150.0,34.0,2,2,False,2,male
true,hispan,approve,1,78,40,1,2,False,2301,70.0,0.386,1,1,False,2,male
true,white,approve,1,150,60,1,3,False,5000,208.0,16.0,1,5,False,2,male
false,hispan,approve,1,54,42,1,0,False,1811,62.0,10.0,2,5,False,1,female
false,white,approve,1,100,58,1,0,False,4802,180.0,106.0,1,6,False,1,female
true,white,approve,1,274,105,1,0,False,4167,342.5,93.4,2,1,False,2,male
false,white,approve,1,103,57,1,0,False,4800,129.0,41.0,2,1,False,2,male
false,white,approve,1,80,67,1,1,False,3180,160.0,23.77,1,1,False,2,male
true,white,reject,2,85,261,1,0,False,20667,109.0,108.0,2,1,False,1,male
false,hispan,reject,1,170,27,3,0,False,2268,178.55,22.0,2,4,False,3,male
false,white,approve,1,89,75,1,0,False,3158,111.0,21.91,2,2,False,2,male
false,white,reject,1,99,51,2,0,True,2600,110.0,28.0,2,1,False,3,female
true,white,approve,1,120,56,1,0,False,3704,150.0,37.0,2,2,False,2,male
true,white,approve,1,182,53,1,0,False,4432,227.0,683.0,1,6,False,1,female
false,white,approve,1,140,96,1,0,False,8155,200.0,729.0,2,1,False,1,female
true,white,approve,1,260,106,1,2,False,8698,325.0,288.0,1,2,False,2,male
true,white,approve,1,143,72,1,0,False,4970,246.0,36.0,2,1,False,2,male
false,white,approve,1,115,50,1,0,False,4124,127.0,2.0,2,4,False,1,female
true,white,approve,1,175,59,1,1,False,4291,265.5,13.58,2,6,False,2,male
false,black,reject,1,120,38,1,2,False,1141,133.0,12.96,2,6,True,1,male
true,hispan,approve,1,62,25,1,3,False,2052,93.0,37.7,2,2,False,2,female
false,white,approve,1,187,114,1,0,False,9508,225.0,9.0,2,1,False,2,male
true,white,approve,1,139,66,1,0,False,3075,154.0,22.0,2,1,False,2,male
false,white,approve,1,144,71,1,0,False,5896,222.0,98.0,1,5,False,2,female
true,black,reject,1,127,49,1,2,False,4400,141.0,17.0,2,3,False,2,male
true,hispan,approve,1,153,79,1,0,False,3922,228.0,227.8,2,1,False,1,male
true,white,approve,1,134,57,1,2,False,3153,168.0,67.0,1,2,False,2,male
true,white,approve,1,980,250,2,0,False,16666,760.0,256.0,1,1,False,2,male
false,hispan,approve,1,57,46,1,3,False,2167,63.0,10.0,2,6,False,2,male
true,white,approve,1,135,66,1,0,False,3042,146.0,13.0,2,5,False,1,male
false,white,approve,1,153,19,1,0,False,1679,170.0,19.0,2,2,False,2,male
false,black,approve,1,143,65,1,0,False,5417,180.0,39.0,2,5,False,1,female
true,white,approve,1,116,29,1,1,False,2371,146.0,42.0,2,1,False,2,male
true,white,approve,1,172,69,1,0,False,2383,216.0,61.7,2,2,False,2,male
true,black,approve,1,114,89,1,0,False,4238,113.6,33.0,1,1,False,2,male
true,white,approve,1,110,68,1,3,False,4416,235.0,2.56,1,6,False,2,male
true,black,reject,1,94,56,1,3,False,1750,118.0,6.0,1,6,True,2,female
false,white,approve,1,75,48,1,0,True,6600,75.0,20.0,2,1,False,2,male
true,white,approve,1,313,252,1,2,True,21022,391.0,110.0,1,5,False,2,male
true,white,approve,1,200,82,1,1,False,6875,250.0,61.87,2,1,False,2,male
true,white,approve,1,135,56,1,1,False,4666,255.0,148.0,1,1,False,2,female
false,white,approve,1,151,72,1,0,False,5000,168.0,37.0,2,1,False,1,female
false,white,approve,1,155,62,1,0,False,5208,215.0,50.0,2,1,False,2,male
true,white,approve,1,285,115,1,1,False,9617,375.0,95.0,1,2,False,2,male
false,white,approve,1,162,32,3,0,True,4841,162.0,15.51,2,2,False,3,male
true,white,reject,1,79,43,1,1,False,3564,83.0,2.0,2,1,False,2,female
true,white,approve,1,135,65,1,2,False,3480,150.0,13.0,2,2,False,2,male
false,white,approve,1,110,54,1,0,False,3958,137.0,58.0,2,1,False,1,female
true,white,approve,1,170,110,1,2,False,9166,253.0,99.8,2,1,False,2,male
true,black,reject,1,113,60,1,1,False,2014,125.0,31.0,2,6,False,2,male
true,hispan,reject,1,93,40,1,0,False,1800,85.0,4.5,1,6,True,2,male
false,white,approve,1,97,58,1,0,False,2695,121.0,17.0,1,1,False,2,female
false,white,approve,1,91,37,1,1,False,3353,114.0,8.0,2,2,False,1,female
true,white,approve,1,181,47,1,2,True,2770,278.0,106.0,1,1,False,2,male
false,white,approve,1,95,44,1,0,False,3650,125.0,2.0,2,2,False,2,female
false,white,approve,1,142,103,1,0,False,8572,242.0,146.0,1,1,False,1,male
true,white,approve,1,115,48,1,0,False,4116,220.0,177.0,1,1,False,2,male
true,hispan,approve,1,396,150,1,1,False,12500,495.0,96.0,2,2,False,2,male
true,white,approve,1,105,666,1,1,False,2875,165.0,90.0,2,1,False,2,male
true,white,approve,1,130,54,1,2,False,4483,206.0,9.0,1,1,False,2,male
false,white,approve,1,132,60,1,0,False,5000,155.0,3.75,2,2,False,1,female
true,white,approve,1,143,63,1,0,False,5225,212.0,36.55,3,3,False,2,male
false,white,approve,1,144,84,1,1,False,3880,160.0,37.0,2,3,False,2,female
true,white,approve,1,96,41,1,1,False,1625,120.0,20.0,2,2,False,2,male
false,black,approve,1,140,78,1,0,False,4000,178.0,50.0,2,1,False,2,male
false,white,approve,1,159,68,1,0,False,3017,212.0,97.0,2,5,False,2,male
false,white,approve,1,134,60,1,1,False,3658,179.0,65.4,2,1,False,1,
true,white,approve,1,183,91,1,2,False,7600,229.0,147.0,1,1,True,2,male
true,white,approve,1,166,80,1,0,False,3292,222.0,48.69,1,1,False,2,male
true,white,approve,1,120,34,1,3,True,7485,160.0,62.0,2,5,False,1,male
false,white,approve,1,111,46,1,0,False,3382,129.0,45.0,2,1,False,2,male
true,white,approve,1,128,68,1,0,False,2631,142.0,21.96,1,3,False,2,male
true,white,approve,1,169,83,1,0,False,3895,188.0,45.0,2,1,False,2,male
false,white,approve,1,212,105,1,0,False,7252,235.0,33.0,2,1,False,2,male
true,black,approve,1,130,48,1,0,False,3908,142.0,21.0,2,6,False,2,male
false,white,approve,1,73,30,1,1,False,2527,91.0,47.0,2,1,False,1,female
false,white,reject,1,69,22,1,0,False,2000,107.0,49.0,3,2,False,2,male
false,white,approve,1,149,53,1,0,False,1829,160.0,14.0,2,1,False,2,male
false,white,approve,1,100,53,1,0,False,2925,125.0,58.0,2,1,False,1,female
false,hispan,approve,1,135,65,1,0,False,3762,150.0,65.0,2,1,False,2,female
false,black,reject,1,104,52,2,0,False,2400,115.0,32.0,2,2,True,2,female
true,white,reject,1,110,48,1,0,False,2431,116.0,5.0,2,6,True,1,male
false,white,approve,1,480,240,1,0,False,20233,600.0,340.0,2,1,False,1,male
false,white,approve,1,150,312,1,4,True,26000,190.0,58.0,3,2,False,2,male
true,white,approve,1,185,110,1,2,False,7667,210.0,11.0,2,1,False,2,male
true,white,reject,1,160,120,3,2,False,4912,178.0,37.0,3,2,False,3,male
true,white,approve,1,240,95,1,0,False,4600,294.0,37.0,2,2,False,2,male
true,white,approve,1,120,69,1,3,False,4072,255.0,59.0,2,5,False,2,male
false,white,approve,1,84,36,1,0,False,2917,120.0,210.0,1,1,False,2,female
true,white,approve,1,115,56,1,1,False,3423,170.0,32.1,1,2,False,2,male
false,white,approve,1,111,64,1,0,False,2927,140.0,40.0,2,2,False,2,male
true,white,approve,1,43,91,1,1,False,4960,288.0,53.0,1,1,False,2,male
false,white,approve,1,56,30,1,0,False,2507,75.0,16.0,2,1,False,1,female
true,white,reject,1,131,69,1,2,False,2500,146.0,15.0,2,2,False,2,male
true,white,approve,1,144,68,1,2,True,5746,210.0,69.0,1,1,False,2,male
false,hispan,reject,1,65,32,1,0,False,2918,68.0,15.2,2,5,False,2,female
false,black,approve,1,180,52,2,0,False,3146,189.9,4.4,2,5,True,3,male
true,white,approve,1,289,116,1,1,False,4916,445.0,161.0,1,1,False,2,male
true,white,approve,1,235,120,1,0,True,5000,275.0,7.0,2,6,False,1,male
true,white,approve,1,91,51,1,1,True,3200,130.0,52.0,2,1,False,1,male
true,white,approve,1,242,127,1,0,False,7250,305.0,180.0,1,1,False,2,male
true,white,approve,1,70,36,2,1,False,2980,120.0,3.0,2,2,False,3,male
true,white,approve,1,143,61,1,2,False,5128,189.0,40.0,1,1,False,2,male
true,white,approve,1,187,184,1,4,False,15312,577.0,627.0,1,1,False,2,male
true,white,approve,1,160,79,1,2,False,3958,215.0,24.0,2,2,False,2,male
true,white,approve,1,140,300,1,0,True,25000,190.0,388.0,2,1,False,2,male
true,white,approve,1,170,174,1,2,False,14500,526.8,435.5,2,1,False,2,male
true,white,approve,1,132,50,1,3,False,4000,180.0,4.0,1,2,False,2,male
true,white,approve,1,90,49,1,0,False,2083,115.0,24.0,2,4,False,1,male
true,white,approve,1,28,35,1,0,False,3016,31.0,141.0,2,1,False,1,female
true,white,reject,1,159,56,1,0,False,2473,180.0,10.0,2,1,False,2,male
true,white,approve,1,280,125,1,0,False,4940,350.0,71.0,2,1,False,2,male
true,white,approve,1,290,135,1,0,False,5334,362.0,108.0,1,2,False,2,male
true,white,approve,1,165,87,1,0,False,4334,227.0,127.0,2,1,False,2,male
true,white,approve,1,110,52,1,2,False,4358,195.0,15.0,1,1,False,2,male
true,white,approve,2,151,120,1,2,True,15771,188.0,145.0,1,1,False,2,male
true,white,approve,1,136,65,2,0,True,5400,170.0,116.0,2,2,False,3,male
true,white,approve,1,111,57,1,1,False,3399,123.0,24.0,2,1,False,2,male
true,white,approve,1,65,29,1,0,False,1000,219.5,164.0,1,1,False,2,male
true,white,approve,1,348,136,2,1,False,11318,435.0,1203.0,2,1,False,3,male
false,white,approve,1,137,72,1,0,False,3333,152.0,19.3,2,5,False,2,male
true,white,approve,1,120,45,1,2,False,3717,133.5,28.2,1,3,False,2,male
true,white,approve,1,88,48,1,0,False,2058,98.0,14.0,2,1,False,1,male
true,white,approve,1,106,35,1,1,False,2493,115.615,18.79,2,1,False,1,male
